"","Mean","X2.5.","X25.","X50.","X75.","X97.5.","Rhat","n.eff"
"bias.lfs[1,34]",-0.262411567005434,-0.448175145499809,-0.326177566070972,-0.262387988175845,-0.198654248760316,-0.076616864190063,1,61093
"bias.lfs[2,34]",-0.289377531830125,-0.474787166029752,-0.353322447231229,-0.289468023348376,-0.225325967632526,-0.103366462832346,1,91717
"bias.lfs[1,35]",-0.267449977932803,-0.455113136771116,-0.331628665199406,-0.267146872478375,-0.203147069047552,-0.0814757470367598,1,5200
"bias.lfs[2,35]",-0.298658247046946,-0.486512574042866,-0.362686537137871,-0.298460041496558,-0.234113481580141,-0.112467414355177,1,7993
"bias.lfs[1,36]",-0.26544403573966,-0.451546988024828,-0.329308304052432,-0.265342052421113,-0.201281979611806,-0.0796405812120757,1,61810
"bias.lfs[2,36]",-0.234296941617552,-0.419088823888572,-0.298112568098188,-0.23430888156355,-0.170985826557404,-0.0487825410323842,1,36681
"bias.lfs[1,37]",-0.276674460813141,-0.460900729077893,-0.340163865853136,-0.27675536424967,-0.213050149463016,-0.0922291020219053,1,16571
"bias.lfs[2,37]",-0.313900268144769,-0.50010246355549,-0.377989438134195,-0.314113440834258,-0.249521258788663,-0.12765988354209,1,16275
"bias.lfs[1,38]",-0.346674594191558,-0.531392592442337,-0.410188184657338,-0.346597580544102,-0.283237788749016,-0.161099662421502,1,85846
"bias.lfs[2,38]",-0.364139314832789,-0.549366280663116,-0.42760195471988,-0.364303925187501,-0.300699951792909,-0.179419287925904,1,118912
"bias.lfs[1,39]",-0.382187131078239,-0.567883872604446,-0.446012992037977,-0.382420947700534,-0.318333381725085,-0.196193409561156,1,70856
"bias.lfs[2,39]",-0.381537165460615,-0.567684086361647,-0.445625195451065,-0.38157273389663,-0.317642348886212,-0.195884301633597,1,105361
"bias.lfs[1,40]",-0.170599596427587,-0.358006924637255,-0.234698998706966,-0.170611780566423,-0.106266666438934,0.016678710675533,1,207950
"bias.lfs[2,40]",-0.112571852260566,-0.29871394502902,-0.176468546754424,-0.112705178908569,-0.0487815541811378,0.0735148136553102,1,119735
"cov.fb[1,1]",0.709153921301595,0.51608467297443,0.64269998679584,0.709023734604672,0.775659963140555,0.902995625251909,1,3e+05
"cov.fb[2,1]",0.6756034226863,0.482281326471342,0.609135905603105,0.675707185265929,0.742055492447861,0.868161938431799,1,300659
"cov.fb[1,2]",0.345331000153733,0.152401409397582,0.278953082979893,0.345310573731504,0.411432349611773,0.538008215842734,1,298116
"cov.fb[2,2]",0.307993397800558,0.115233830575376,0.241523479375649,0.308205960234324,0.3742946452876,0.500641055104077,1,3e+05
"cov.fb[1,3]",0.552565509113607,0.358895781990537,0.485841545748743,0.552731425001641,0.618875558215018,0.745710423425681,1,3e+05
"cov.fb[2,3]",0.609978720241027,0.416021378913763,0.543220841652633,0.609977741118858,0.676593978455092,0.803556186487877,1,298594
"cov.fb[1,4]",0.588175986958912,0.394829693889882,0.521677848636014,0.588345950552843,0.654683597087513,0.781245852150081,1,3e+05
"cov.fb[2,4]",0.630554847210138,0.437689730077335,0.564132974182345,0.630669060284888,0.696962036472149,0.822806521468824,1,3e+05
"cov.fb[1,5]",0.321569217700495,0.128243953762013,0.255035996021687,0.321640608611058,0.388043081719917,0.514164295173747,1,299795
"cov.fb[2,5]",0.358213387376726,0.164683436449155,0.291693742285351,0.358143102811613,0.42465994074208,0.551441475593308,1,303918
"cov.fb[1,6]",0.539377490044151,0.346180674757259,0.47315347031684,0.539528694761614,0.605762524221042,0.73181522172295,1,298229
"cov.fb[2,6]",0.472938164948446,0.280195286072196,0.406600824721339,0.473326156553062,0.539130558724224,0.665518414087064,1,293943
"cov.fb[1,7]",0.866435925429957,0.673782395958378,0.799933722324208,0.866214767122258,0.932753936741056,1.05945794672622,1,296992
"cov.fb[2,7]",0.787225584517837,0.594737418922299,0.721296096133468,0.787373046968108,0.853056060290055,0.979894975404693,1,295411
"cov.fb[1,8]",0.388304688533619,0.195007805123165,0.321903332082588,0.388236508689706,0.454681187546823,0.581677132328351,1,3e+05
"cov.fb[2,8]",0.388835256682839,0.195811981477198,0.322484366912807,0.388585394882231,0.455350853073644,0.582173159322096,1,3e+05
"cov.fb[1,9]",0.404067630716825,0.210788692557564,0.337799013226922,0.403979555331501,0.470621079410123,0.596926295619474,1,298752
"cov.fb[2,9]",0.39680464745373,0.203911953078435,0.330185023351104,0.396575637298229,0.463280889111517,0.590951901895801,1,3e+05
"cov.fb[1,10]",0.26968009827923,0.0763739485352352,0.203332985947239,0.269843012849016,0.336148953917569,0.462540561622797,1,3e+05
"cov.fb[2,10]",0.314968047138734,0.122025638220043,0.248658188772838,0.314906376727574,0.381509634042813,0.507978104701515,1,298457
"cov.fb[1,11]",0.445425868041646,0.252910207499729,0.379192933441932,0.445381583555887,0.511676271665202,0.63785923331176,1,3e+05
"cov.fb[2,11]",0.583737311513674,0.391020375693732,0.51770524011361,0.583637783494114,0.650138123633948,0.776613502138389,1,297993
"cov.fb[1,12]",0.281795489658637,0.088400899361705,0.215426438949352,0.28186655136681,0.348282870829819,0.475356114956364,1,291911
"cov.fb[2,12]",0.407501462180148,0.214695868811962,0.341012299935343,0.407505574885816,0.473764484865333,0.600763464126117,1,297830
"cov.fb[1,13]",0.615400315222864,0.421674018979515,0.549033922220325,0.615249594124244,0.682020512470345,0.808351095652395,1,290775
"cov.fb[2,13]",0.478609295737021,0.285217789288244,0.412112407991366,0.478581371169822,0.544922723881849,0.671236883392808,1,296725
"cov.fb[1,14]",0.379233858116775,0.186893141299072,0.312852789515848,0.3792529133754,0.445598004332536,0.571996150000199,1,295598
"cov.fb[2,14]",0.444276415484193,0.251511773435562,0.37808739171682,0.444178728783054,0.510700377126942,0.637319889880843,1,295627
"cov.fb[1,15]",0.659978127726258,0.466269112818559,0.59371262819293,0.659955460471027,0.726371539313954,0.853025723337353,1,297562
"cov.fb[2,15]",0.66694278375551,0.47363444817389,0.600366467841179,0.666963476672949,0.733366850402177,0.859742845791825,1,293148
"cov.fb[1,16]",0.41665109517104,0.224030025552792,0.349992972873611,0.416630548826043,0.483334722977066,0.610010105261861,1,3e+05
"cov.fb[2,16]",0.332257328067369,0.13956584474758,0.265728996907693,0.33243064048127,0.398577382328286,0.525518966596821,1,293279
"cov.fb[1,17]",0.541333706867417,0.348082328454751,0.474710503451474,0.541324896811995,0.607878902863493,0.734586559602811,1,295277
"cov.fb[2,17]",0.441217701609893,0.248450974554706,0.374543977424986,0.441304008677653,0.507670889422468,0.634153614836729,1,298895
"cov.fb[1,18]",0.545903713940689,0.352103872084031,0.479588710276122,0.546171020503056,0.612288593554184,0.738149514535178,1,295711
"cov.fb[2,18]",0.65019068909924,0.456720908104001,0.583990059687657,0.650248671393145,0.716256001280231,0.843383910296174,1,298008
"cov.fb[1,19]",0.482300114716495,0.289412217960222,0.415986091722144,0.482258697928159,0.548648064952617,0.674949018952221,1,298585
"cov.fb[2,19]",0.599829886361319,0.406794210501341,0.533474448956137,0.599838756621444,0.666166353588208,0.792764718383897,1,300348
"cov.fb[1,20]",0.61100160875725,0.418026978036043,0.544517000960087,0.611152493230323,0.677357051938635,0.804672668345502,1,301655
"cov.fb[2,20]",0.389231456495621,0.194650982585977,0.322689977951102,0.389151203653053,0.455971418042018,0.58311782892183,1,301353
"cov.fb[1,21]",0.710355482996451,0.518303948090765,0.643972759846477,0.710328296121167,0.776669354667867,0.903574803179463,1,3e+05
"cov.fb[2,21]",0.674618001062,0.481361830726851,0.608241347593305,0.674667176173642,0.740932266998189,0.867504059026664,1,297510
"cov.fb[1,22]",0.346095774012197,0.15310222371316,0.279967574251012,0.346242785854387,0.41244578819119,0.538686201487685,1,301760
"cov.fb[2,22]",0.345176841740887,0.152034835852683,0.278774392556316,0.34519915959619,0.411572293330136,0.538309549777426,1,299036
"cov.fb[1,23]",0.54980137282728,0.356563291570388,0.483487626747498,0.549908534200815,0.615955845160426,0.742093739044937,1,3e+05
"cov.fb[2,23]",0.583467688627772,0.390019163001944,0.51707368734502,0.583320893507571,0.650031361633606,0.776566637757492,1,3e+05
"cov.fb[1,24]",0.551406622263117,0.359039183748477,0.485190545232782,0.551217967463153,0.617509498438255,0.743691931940888,1,295591
"cov.fb[2,24]",0.615351496121353,0.423134464258773,0.548805492917443,0.615229725316097,0.68195519451063,0.808620226216407,1,3e+05
"cov.fb[1,25]",0.322375137489782,0.129447363490001,0.255924699025886,0.322475332700817,0.388923243578813,0.515635786553843,1,295982
"cov.fb[2,25]",0.337764817634561,0.145161659559398,0.271383987358207,0.337633753057976,0.404166963529769,0.53062143680475,1,3e+05
"cov.fb[1,26]",0.539573843218324,0.345879153595766,0.473122647942644,0.539608074178958,0.606125515023829,0.732666337428851,1,297776
"cov.fb[2,26]",0.521662419744237,0.328509948873955,0.454999558625604,0.521619550432666,0.588252794410332,0.714851522909037,1,298934
"cov.fb[1,27]",0.872259796897243,0.67883017604445,0.805675680570128,0.872164001070139,0.939135943334092,1.06540171980035,1,297139
"cov.fb[2,27]",0.839754386112258,0.646683613302703,0.773214612014494,0.839888435961909,0.906267153270968,1.03254156450079,1,290862
"cov.fb[1,28]",0.362276647221299,0.170325663552155,0.296231346137571,0.3622926323281,0.428317212786523,0.554649714969069,1,3e+05
"cov.fb[2,28]",0.39392354487161,0.200774135861504,0.327673402317886,0.393846803574521,0.460412510848846,0.586598315221772,1,301713
"cov.fb[1,29]",0.363486749934748,0.170936365733847,0.29716247800899,0.363436546506981,0.430084684398915,0.556388420918893,1,294957
"cov.fb[2,29]",0.354681090022434,0.161828478269912,0.288185310881122,0.354670146998878,0.421067577253768,0.54757603915991,1,302743
"cov.fb[1,30]",0.226313858390854,0.0334498634658227,0.160253398011658,0.226058520141131,0.292411435318616,0.41934863580455,1,298671
"cov.fb[2,30]",0.250575400419458,0.0578890857535644,0.184201123564884,0.250689637801823,0.317180864320811,0.443065989686005,1,297930
"cov.fb[1,31]",0.473541187861736,0.280011311112708,0.4070334490393,0.473545841530386,0.540051970095749,0.667280991800397,1,303544
"cov.fb[2,31]",0.570241518445334,0.376747844275408,0.503657905913796,0.570201933825922,0.636826522747292,0.764012905364304,1,299255
"cov.fb[1,32]",0.309911387534043,0.116211912637564,0.243496106157525,0.310038948902576,0.376232135182855,0.502986143213283,1,290733
"cov.fb[2,32]",0.423738343491469,0.231071956807882,0.357486864015789,0.423848362989116,0.489926019718532,0.61683203581906,1,290367
"cov.fb[1,33]",0.55469334520499,0.36265504033999,0.488418370701084,0.554754551388599,0.620909354706123,0.747167125626877,1,289796
"cov.fb[2,33]",0.4938655967348,0.300614253892858,0.427143756805688,0.493804503430782,0.560479468868609,0.687575098640664,1,3e+05
"cov.fb[1,34]",0.394874463451146,0.20205884977954,0.328596926572623,0.395066050622923,0.461310685791325,0.587515542066206,1,297474
"cov.fb[2,34]",0.515593186919502,0.322318032749561,0.449438385150857,0.515785929177967,0.582066813591496,0.708153922888349,1,298942
"cov.fb[1,35]",0.604742967397686,0.411414548743019,0.538442195837127,0.604698665095655,0.671086185042853,0.797254034116041,1,3e+05
"cov.fb[2,35]",0.653837016014512,0.460655319150927,0.587216328074646,0.653809365994778,0.72040614968977,0.846677085817433,1,3e+05
"cov.fb[1,36]",0.407882128781558,0.215137127836171,0.341278947011529,0.408113088957133,0.474165797112392,0.600463375171275,1,298402
"cov.fb[2,36]",0.345146648346669,0.152348154247246,0.278488068210743,0.345142820502227,0.411710046815661,0.537915883091125,1,294741
"cov.fb[1,37]",0.508536034926857,0.316070741594731,0.442157700939847,0.508624296054641,0.574894954818488,0.701546153461233,1,289624
"cov.fb[2,37]",0.474477591974981,0.281297053020026,0.408094472978848,0.474727604861699,0.54076749549596,0.66666439653443,1,301091
"cov.fb[1,38]",0.572088232491108,0.379366895802358,0.505943551792735,0.571988422137395,0.63821988949264,0.76506607523983,1,299047
"cov.fb[2,38]",0.589131734919783,0.39561345540371,0.523007202307404,0.588997345921181,0.655254750980784,0.782442914035457,1,298763
"cov.fb[1,39]",0.511702963899261,0.317976807278694,0.445283813955411,0.511596988437236,0.57832391282368,0.704167895318382,1,298796
"cov.fb[2,39]",0.632073609600122,0.439598018502403,0.565469151464327,0.631971306836764,0.698241019006565,0.82483787896465,1,3e+05
"cov.fb[1,40]",0.630964769631466,0.437480698352569,0.564397099045225,0.630861012940928,0.697288820376297,0.824965675297955,1,3e+05
"cov.fb[2,40]",0.438683248237526,0.244189854352424,0.372067830956441,0.438853660073561,0.505556932027497,0.631819056585153,1,298042
"def.fb",-0.516033865799726,-0.666750007892845,-0.568107142054997,-0.516242358583278,-0.464228514607921,-0.364136231871882,1,208269
"greece_f[1,20]",-2.72043275002867,-3.26043178833082,-2.90538837664573,-2.72034830336144,-2.53551851532511,-2.18174195293937,1,292731
"greece_f[2,20]",-2.72328904761554,-3.2616233326391,-2.90882638160243,-2.72277549750824,-2.53692310582823,-2.18531848960253,1,291648
"greece_f[1,40]",-2.90088034009043,-3.43978379194362,-3.08548679587557,-2.90116405195505,-2.7161336115168,-2.36181286411641,1,298331
"greece_f[2,40]",-2.90255672769532,-3.43739463766153,-3.0875026284049,-2.90301529230785,-2.71774080268265,-2.36364826346632,1,290037
"sum.stock[1]",25328.0025442009,20899.3595478851,23578.5512167557,25127.1211814818,26789.9076860729,30453.5153779084,1,2252
"sum.stock[2]",39991.1886765827,33305.9936679502,37452.097012599,39822.9318702859,42343.2933382347,47652.4000712951,1,116429
"sum.stock[3]",59596.1441850719,49207.0273516367,55601.3365221942,59286.2955424308,63269.5714870494,71710.4765641858,1,72848
"sum.stock[4]",94435.6575376887,78346.7421082651,88441.4312011077,94103.0335389184,100121.070748296,112546.334951213,1,27844
"sum.stock[5]",39269.6645420355,32623.234657282,36723.1354739884,39095.2812295148,41603.8277644349,46981.9243633295,1,97343
"sum.stock[6]",210834.462196126,175088.885128395,197328.546122778,210033.629975088,223425.001129083,251580.211311452,1,20555
"sum.stock[7]",356214.671344691,295408.752035749,333242.441925679,354773.222349207,377581.786412165,425680.963076875,1,9505
"sum.stock[8]",102000.764755773,84809.9055144709,95489.7121374871,101568.377079879,108052.691766919,121640.249358417,1,44361
"sum.stock[9]",176460.135653574,145545.634353804,165129.728386547,175912.657310822,187361.623494102,212159.754711623,1,7021
"sum.stock[10]",36187.9359814475,30139.3799034064,33882.9405450437,36032.9834017088,38329.3933723184,43127.6728181523,1,126326
"sum.stock[11]",25245.2962648869,20870.8646687985,23536.2872242775,25081.6754507278,26742.0529602852,30364.9237154037,1,8481
"sum.stock[12]",487894.247839555,403469.605420401,456624.825137189,486423.133602645,517847.885823923,583060.623896457,1,4080
"sum.stock[13]",308360.730753692,254674.845930661,288565.357389929,307317.436021476,327329.062692845,368548.312486407,1,8909
"sum.stock[14]",94063.4360980418,77916.323316537,88069.9741720681,93731.1914974946,99743.9441823355,112297.327602667,1,16560
"sum.stock[15]",1089241.20297546,889945.476207997,1017465.98619394,1086600.01466269,1159255.7889969,1312673.54765729,1,1411
"sum.stock[16]",172815.656449757,143307.057109563,161901.418280491,172259.471410393,183259.086914456,206138.473200352,1,14342
"sum.stock[17]",645667.791942668,533376.970559625,602524.703113159,642309.539912634,685091.096550416,777516.359597482,1,10638
"sum.stock[18]",108806.977395925,89990.7263101438,101842.577165444,108471.465575456,115478.347702112,129961.001460983,1,17898
"sum.stock[19]",234030.293571164,194389.998987892,219026.916140987,233076.857147182,247950.777574217,279364.153268099,1,25337
"sum.stock[20]",77288.6780767659,63975.2837375067,72199.2120480464,76948.4461453951,81983.636426361,92574.795899226,1,90443
"sum.stock[21]",21897.0579604799,18065.9920845865,20395.4546345086,21750.6340715655,23182.9426742329,26314.1977165472,1,3830
"sum.stock[22]",33741.2704751634,28077.4003150685,31589.7054192307,33594.1274209363,35735.8399158219,40228.0143193123,1,83377
"sum.stock[23]",48076.6174698761,40007.5591854101,44990.2605838762,47856.8883867793,50910.8056047089,57449.4714431645,1,66777
"sum.stock[24]",97971.3240779285,81520.5573071836,91719.2523988402,97528.4796957658,103764.527083008,116960.319761619,1,45383
"sum.stock[25]",50884.2317156562,42423.5266148095,47684.6958367157,50668.2370374187,53864.9106381194,60544.4210501388,1,95186
"sum.stock[26]",220977.632846204,183060.994901709,206420.480694131,219819.488211173,234100.050815193,264863.542366454,1,16812
"sum.stock[27]",301416.373336742,249455.555453783,281555.905371376,300076.93281038,319786.926594141,361267.924632837,1,13239
"sum.stock[28]",112735.567159446,93568.4626932935,105386.653421069,112142.255848374,119361.769576934,134935.383569337,1,18099
"sum.stock[29]",179315.375143274,148507.252390395,168014.875063018,178855.488644897,190219.054321711,213755.342487136,1,10537
"sum.stock[30]",34716.995316556,28897.2011890482,32499.0462728194,34556.8317206468,36758.2710846683,41458.0449758097,1,50610
"sum.stock[31]",29558.5061946851,24489.291554464,27608.4609461988,29413.2041302231,31352.795805711,35446.1521393277,1,74807
"sum.stock[32]",515379.516902301,425199.541478919,480636.284191778,512683.978211395,547265.680782193,620871.086048749,1,6933
"sum.stock[33]",313967.554686985,260231.037624575,293911.493040274,312745.653481717,332764.364808909,374891.71355574,1,22422
"sum.stock[34]",95167.6416374617,78919.6533370429,89126.0020162977,94815.0735069493,100853.524973533,113521.048346124,1,29403
